Season,Lg,Player,Voting,Age,Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,-9999,award,Coach,W,L,W/L%,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Games
2007-08,NBA,Kevin Durant,(V),19.0,SEA,80.0,34.6,20.3,4.4,2.4,1.0,0.9,0.43,0.288,0.873,2.3,0.04,duranke01,roty,,,,,,,,,,
2006-07,NBA,Brandon Roy,(V),22.0,POR,57.0,35.4,16.8,4.4,4.0,1.2,0.2,0.456,0.377,0.838,4.8,0.114,roybr01,roty,,,,,,,,,,
2005-06,NBA,Chris Paul,(V),20.0,NOK,78.0,36.0,16.1,5.1,7.8,2.2,0.1,0.43,0.282,0.847,10.4,0.178,paulch01,roty,,,,,,,,,,
2004-05,NBA,Emeka Okafor,(V),22.0,CHA,73.0,35.6,15.1,10.9,0.9,0.8,1.7,0.447,0.0,0.609,4.0,0.074,okafoem01,roty,,,,,,,,,,
2003-04,NBA,LeBron James,(V),19.0,CLE,79.0,39.5,20.9,5.5,5.9,1.6,0.7,0.417,0.29,0.754,5.1,0.078,jamesle01,roty,,,,,,,,,,
2002-03,NBA,Amar'e Stoudemire,(V),20.0,PHO,82.0,31.3,13.5,8.8,1.0,0.8,1.1,0.472,0.2,0.661,6.2,0.116,stoudam01,roty,,,,,,,,,,
2001-02,NBA,Pau Gasol,(V),21.0,MEM,82.0,36.7,17.6,8.9,2.7,0.5,2.1,0.518,0.2,0.709,7.6,0.121,gasolpa01,roty,,,,,,,,,,
2000-01,NBA,Mike Miller,(V),20.0,ORL,82.0,29.1,11.9,4.0,1.7,0.6,0.2,0.436,0.407,0.711,5.3,0.106,millemi01,roty,,,,,,,,,,
1999-00,NBA,Steve Francis (Tie),(V),22.0,HOU,77.0,36.1,18.0,5.3,6.6,1.5,0.4,0.445,0.345,0.786,6.4,0.111,francst01,roty,,,,,,,,,,
1999-00,NBA,Elton Brand (Tie),(V),20.0,CHI,81.0,37.0,20.1,10.0,1.9,0.8,1.6,0.482,0.0,0.685,7.5,0.121,brandel01,roty,,,,,,,,,,
1998-99,NBA,Vince Carter,(V),22.0,TOR,50.0,35.2,18.3,5.7,3.0,1.1,1.5,0.45,0.288,0.761,5.0,0.136,cartevi01,roty,,,,,,,,,,
1997-98,NBA,Tim Duncan,(V),21.0,SAS,82.0,39.1,21.1,11.9,2.7,0.7,2.5,0.549,0.0,0.662,12.8,0.192,duncati01,roty,,,,,,,,,,
1996-97,NBA,Allen Iverson,(V),21.0,PHI,76.0,40.1,23.5,4.1,7.5,2.1,0.3,0.416,0.341,0.702,4.1,0.065,iversal01,roty,,,,,,,,,,
1995-96,NBA,Damon Stoudamire,(V),22.0,TOR,70.0,40.9,19.0,4.0,9.3,1.4,0.3,0.426,0.395,0.797,4.3,0.072,stoudda01,roty,,,,,,,,,,
1994-95,NBA,Jason Kidd (Tie),(V),21.0,DAL,79.0,33.8,11.7,5.4,7.7,1.9,0.3,0.385,0.272,0.698,3.7,0.066,kiddja01,roty,,,,,,,,,,
1994-95,NBA,Grant Hill (Tie),(V),22.0,DET,70.0,38.3,19.9,6.4,5.0,1.8,0.9,0.477,0.148,0.732,5.4,0.097,hillgr01,roty,,,,,,,,,,
1993-94,NBA,Chris Webber,(V),20.0,GSW,76.0,32.1,17.5,9.1,3.6,1.2,2.2,0.552,0.0,0.532,7.8,0.154,webbech01,roty,,,,,,,,,,
1992-93,NBA,Shaquille O'Neal,(V),20.0,ORL,81.0,37.9,23.4,13.9,1.9,0.7,3.5,0.562,0.0,0.592,10.4,0.163,onealsh01,roty,,,,,,,,,,
1991-92,NBA,Larry Johnson,(V),22.0,CHH,82.0,37.2,19.2,11.0,3.6,1.0,0.6,0.49,0.227,0.829,8.9,0.14,johnsla02,roty,,,,,,,,,,
1990-91,NBA,Derrick Coleman,(V),23.0,NJN,74.0,35.2,18.4,10.3,2.2,1.0,1.3,0.467,0.342,0.731,5.8,0.108,colemde01,roty,,,,,,,,,,
1989-90,NBA,David Robinson,(V),24.0,SAS,82.0,36.6,24.3,12.0,2.0,1.7,3.9,0.531,0.0,0.732,15.1,0.241,robinda01,roty,,,,,,,,,,
1988-89,NBA,Mitch Richmond,(V),23.0,GSW,79.0,34.4,22.0,5.9,4.2,1.0,0.2,0.468,0.367,0.81,5.6,0.098,richmmi01,roty,,,,,,,,,,
1987-88,NBA,Mark Jackson,(V),22.0,NYK,82.0,39.6,13.6,4.8,10.6,2.5,0.1,0.432,0.254,0.774,7.6,0.113,jacksma01,roty,,,,,,,,,,
1986-87,NBA,Chuck Person,(V),22.0,IND,82.0,36.0,18.8,8.3,3.6,1.1,0.2,0.468,0.355,0.747,5.4,0.088,persoch01,roty,,,,,,,,,,
1985-86,NBA,Patrick Ewing,(V),23.0,NYK,50.0,35.4,20.0,9.0,2.0,1.1,2.1,0.474,0.0,0.739,3.1,0.084,ewingpa01,roty,,,,,,,,,,
1984-85,NBA,Michael Jordan,(V),21.0,CHI,82.0,38.3,28.2,6.5,5.9,2.4,0.8,0.515,0.173,0.845,14.0,0.213,jordami01,roty,,,,,,,,,,
1983-84,NBA,Ralph Sampson,(V),23.0,HOU,82.0,32.8,21.0,11.1,2.0,0.9,2.4,0.523,0.25,0.661,6.0,0.108,sampsra01,roty,,,,,,,,,,
1982-83,NBA,Terry Cummings,(V),21.0,SDC,70.0,36.2,23.7,10.6,2.5,1.8,0.9,0.523,0.0,0.709,8.7,0.164,cummite01,roty,,,,,,,,,,
1981-82,NBA,Buck Williams,(V),21.0,NJN,82.0,34.5,15.5,12.3,1.3,1.0,1.0,0.582,0.0,0.624,8.9,0.152,willibu01,roty,,,,,,,,,,
1980-81,NBA,Darrell Griffith,(V),22.0,UTA,81.0,35.4,20.6,3.6,2.4,1.3,0.5,0.464,0.192,0.716,0.4,0.006,griffda01,roty,,,,,,,,,,
1979-80,NBA,Larry Bird,(V),23.0,BOS,82.0,36.0,21.3,10.4,4.5,1.7,0.6,0.474,0.406,0.836,11.2,0.182,birdla01,roty,,,,,,,,,,
1978-79,NBA,Phil Ford,(V),22.0,KCK,79.0,34.5,15.9,2.3,8.6,2.2,0.1,0.465,,0.813,5.7,0.101,fordph01,roty,,,,,,,,,,
1977-78,NBA,Walter Davis,(V),23.0,PHO,81.0,32.0,24.2,6.0,3.4,1.4,0.2,0.526,,0.83,10.1,0.187,daviswa03,roty,,,,,,,,,,
1976-77,NBA,Adrian Dantley,(V),21.0,BUF,77.0,36.6,20.3,7.6,1.9,1.2,0.2,0.52,,0.818,9.8,0.167,dantlad01,roty,,,,,,,,,,
1975-76,NBA,Alvan Adams,(V),21.0,PHO,80.0,33.2,19.0,9.1,5.6,1.5,1.5,0.469,,0.735,7.2,0.13,adamsal01,roty,,,,,,,,,,
1974-75,NBA,Jamaal Wilkes,(V),21.0,GSW,82.0,30.7,14.2,8.2,2.2,1.3,0.3,0.442,,0.734,5.1,0.097,wilkeja01,roty,,,,,,,,,,
1973-74,NBA,Ernie DiGregorio,(V),23.0,BUF,81.0,35.9,15.2,2.7,8.2,0.7,0.1,0.421,,0.902,1.2,0.021,digreer01,roty,,,,,,,,,,
1972-73,NBA,Bob McAdoo,(V),21.0,BUF,80.0,32.0,18.0,9.1,1.7,,,0.452,,0.774,3.8,0.071,mcadobo01,roty,,,,,,,,,,
1971-72,NBA,Sidney Wicks,(V),22.0,POR,82.0,39.6,24.5,11.5,4.3,,,0.427,,0.71,2.3,0.034,wickssi01,roty,,,,,,,,,,
1970-71,NBA,Geoff Petrie (Tie),(V),22.0,POR,82.0,37.0,24.8,3.4,4.8,,,0.443,,0.772,6.2,0.099,petrige01,roty,,,,,,,,,,
1970-71,NBA,Dave Cowens (Tie),(V),22.0,BOS,81.0,38.0,17.0,15.0,2.8,,,0.422,,0.732,6.4,0.1,cowenda01,roty,,,,,,,,,,
1969-70,NBA,Kareem Abdul-Jabbar,(V),22.0,MIL,82.0,43.1,28.8,14.5,4.1,,,0.518,,0.653,13.8,0.187,abdulka01,roty,,,,,,,,,,
1968-69,NBA,Wes Unseld,(V),22.0,BAL,82.0,36.2,13.8,18.2,2.6,,,0.476,,0.605,10.8,0.175,unselwe01,roty,,,,,,,,,,
1967-68,NBA,Earl Monroe,(V),23.0,BAL,82.0,36.7,24.3,5.7,4.3,,,0.453,,0.781,9.3,0.148,monroea01,roty,,,,,,,,,,
1966-67,NBA,Dave Bing,(V),23.0,DET,80.0,34.5,20.0,4.5,4.1,,,0.436,,0.738,5.3,0.092,bingda01,roty,,,,,,,,,,
1965-66,NBA,Rick Barry,(V),21.0,SFW,80.0,37.4,25.7,10.6,2.2,,,0.439,,0.862,10.4,0.167,barryri01,roty,,,,,,,,,,
1964-65,NBA,Willis Reed,(V),22.0,NYK,80.0,38.0,19.5,14.7,1.7,,,0.432,,0.742,5.5,0.087,reedwi01,roty,,,,,,,,,,
1963-64,NBA,Jerry Lucas,(V),23.0,CIN,79.0,41.4,17.7,17.4,2.6,,,0.527,,0.779,12.7,0.187,lucasje01,roty,,,,,,,,,,
1962-63,NBA,Terry Dischinger,,22.0,CHZ,57.0,40.2,25.5,8.0,3.1,,,0.512,,0.77,9.2,0.192,dischte01,roty,,,,,,,,,,
1961-62,NBA,Walt Bellamy,,22.0,CHP,79.0,42.3,31.6,19.0,2.7,,,0.519,,0.644,16.3,0.233,bellawa01,roty,,,,,,,,,,
1960-61,NBA,Oscar Robertson,,22.0,CIN,71.0,42.7,30.5,10.1,9.7,,,0.473,,0.822,13.2,0.21,roberos01,roty,,,,,,,,,,
1959-60,NBA,Wilt Chamberlain,,23.0,PHW,72.0,46.4,37.6,27.0,2.3,,,0.461,,0.582,17.0,0.245,chambwi01,roty,,,,,,,,,,
1958-59,NBA,Elgin Baylor,(V),24.0,MNL,70.0,40.8,24.9,15.0,4.1,,,0.408,,0.777,9.8,0.165,bayloel01,roty,,,,,,,,,,
1957-58,NBA,Woody Sauldsberry,,23.0,PHW,71.0,33.5,12.8,10.3,0.8,,,0.36,,0.615,0.3,0.007,sauldwo01,roty,,,,,,,,,,
1956-57,NBA,Tom Heinsohn,,22.0,BOS,72.0,29.9,16.2,9.8,1.6,,,0.397,,0.79,7.1,0.16,heinsto01,roty,,,,,,,,,,
1955-56,NBA,Maurice Stokes,,22.0,ROC,67.0,34.7,16.8,16.3,4.9,,,0.354,,0.714,6.0,0.125,stokema01,roty,,,,,,,,,,
1954-55,NBA,Bob Pettit,,22.0,MLH,72.0,36.9,20.4,13.8,3.2,,,0.407,,0.751,10.7,0.194,pettibo01,roty,,,,,,,,,,
1953-54,NBA,Ray Felix,,23.0,BLB,72.0,37.1,17.6,13.3,1.1,,,0.417,,0.638,8.6,0.155,felixra01,roty,,,,,,,,,,
1952-53,NBA,Monk Meineke,,22.0,FTW,68.0,33.1,10.7,6.9,2.2,,,0.381,,0.783,6.1,0.13,meinemo01,roty,,,,,,,,,,
1951-52,NBA,Mel Hutchins (Tie) *,,23.0,MLH,66.0,39.7,9.2,13.3,2.9,,,0.365,,0.644,3.8,0.069,hutchme01,roty,,,,,,,,,,
1951-52,NBA,Bill Tosheff (Tie) *,,25.0,INO,65.0,31.6,9.4,3.3,3.4,,,0.327,,0.824,2.9,0.068,toshebi01,roty,,,,,,,,,,
1950-51,NBA,Paul Arizin *,,22.0,PHW,65.0,,17.2,9.8,2.1,,,0.407,,0.793,13.7,,arizipa01,roty,,,,,,,,,,
1949-50,NBA,Alex Groza *,,23.0,INO,64.0,,23.4,,2.5,,,0.478,,0.729,17.9,,grozaal01,roty,,,,,,,,,,
1948-49,BAA,Howie Shannon *,,25.0,PRO,55.0,,13.4,,2.3,,,0.364,,0.804,3.4,,shannho01,roty,,,,,,,,,,
1947-48,BAA,Paul Hoffman *,,22.0,BLB,37.0,,10.5,,0.6,,,0.348,,0.662,4.7,,hoffmpa01,roty,,,,,,,,,,
2024-25,NBA,Shai Gilgeous-Alexander,,26.0,OKC,,36.2,31.4,5.2,8.2,1.8,0.2,0.457,0.318,0.863,,,gilgesh01,wcfmvp,,,,,,,,,,5.0
2024-25,NBA,Shai Gilgeous-Alexander,,26.0,OKC,,36.2,31.4,5.2,8.2,1.8,0.2,0.457,0.318,0.863,,,gilgesh01,wcfmvp,,,,,,,,,,5.0
2023-24,NBA,Luka Dončić,,24.0,DAL,,40.2,32.4,9.6,8.2,2.2,0.4,0.473,0.434,0.846,,,doncilu01,wcfmvp,,,,,,,,,,5.0
2022-23,NBA,Nikola Jokić,,27.0,DEN,,42.0,27.8,14.5,11.8,1.3,1.3,0.506,0.471,0.778,,,jokicni01,wcfmvp,,,,,,,,,,4.0
2021-22,NBA,Stephen Curry,,33.0,GSW,,34.8,23.8,6.6,7.4,1.0,0.4,0.444,0.439,0.84,,,curryst01,wcfmvp,,,,,,,,,,5.0
